,client_id,Variation,Control,Test
25848,6135462,Test,False,True
25849,4823656,Test,False,True
25850,313789,Control,True,False
25851,3659871,Control,True,False
25852,8742532,Test,False,True
25853,1534109,Test,False,True
25854,6954857,Control,True,False
25855,2551671,Test,False,True
25856,5042551,Test,False,True
25857,5158534,Control,True,False
25858,5777985,Test,False,True
25859,2329384,Test,False,True
25860,3024162,Test,False,True
25861,708099,Test,False,True
25862,6620552,Control,True,False
25863,1926672,Test,False,True
25864,8733111,Control,True,False
25865,3781628,Control,True,False
25866,1091527,Control,True,False
25867,1116027,Test,False,True
25868,5406158,Control,True,False
25869,4255867,Test,False,True
25870,7556563,Control,True,False
25871,4524298,Control,True,False
25872,3678353,Control,True,False
25873,6242298,Test,False,True
25874,6150665,Test,False,True
25875,6960924,Control,True,False
25876,828790,Test,False,True
25877,8763738,Test,False,True
25878,1587933,Control,True,False
25879,6153364,Control,True,False
25880,3331643,Control,True,False
25881,8540069,Control,True,False
25882,9110241,Test,False,True
25883,8606609,Control,True,False
25884,9779014,Control,True,False
25885,9921411,Test,False,True
25886,3051193,Test,False,True
25887,3160380,Test,False,True
25888,8537447,Test,False,True
25889,547645,Control,True,False
25890,3401928,Test,False,True
25891,6976760,Test,False,True
25892,9039541,Control,True,False
25893,8681155,Control,True,False
25894,4955045,Control,True,False
25895,1860313,Control,True,False
25896,8904136,Test,False,True
25897,2290198,Control,True,False
25898,7880563,Test,False,True
25899,5646257,Test,False,True
25900,2158797,Test,False,True
25901,5001736,Test,False,True
25902,3347344,Control,True,False
25903,2231220,Test,False,True
25904,3346785,Control,True,False
25905,1276788,Control,True,False
25906,2642188,Control,True,False
25907,4503048,Test,False,True
25908,6610721,Test,False,True
25909,9551810,Test,False,True
25910,7812434,Control,True,False
25911,8865940,Control,True,False
25912,1641213,Test,False,True
25913,7875969,Control,True,False
25914,8260202,Test,False,True
25915,2747827,Control,True,False
25916,6577144,Control,True,False
25917,1733676,Control,True,False
25918,7227288,Test,False,True
25919,578735,Test,False,True
25920,9632289,Test,False,True
25921,4839279,Test,False,True
25922,2875143,Control,True,False
25923,3329286,Test,False,True
25924,5639457,Control,True,False
25925,1070949,Test,False,True
25926,8590778,Control,True,False
25927,9262445,Test,False,True
25928,5360325,Control,True,False
25929,8518928,Control,True,False
25930,8046041,Test,False,True
25931,7994452,Test,False,True
25932,7205566,Control,True,False
25933,8780301,Test,False,True
25934,5100032,Control,True,False
25935,551983,Control,True,False
25936,9923135,Control,True,False
25937,5628550,Test,False,True
25938,8200453,Control,True,False
25939,3412302,Control,True,False
25940,6196471,Control,True,False
25941,1502583,Test,False,True
25942,2967109,Test,False,True
25943,9795026,Control,True,False
25944,8276771,Test,False,True
25945,4402012,Test,False,True
25946,2883982,Test,False,True
25947,340426,Test,False,True
25948,9905906,Test,False,True
25949,7378754,Control,True,False
25950,798999,Test,False,True
25951,7966006,Test,False,True
25952,5472122,Test,False,True
25953,7616121,Test,False,True
25954,8009941,Test,False,True
25955,7590829,Control,True,False
25956,1333739,Control,True,False
25957,1543625,Control,True,False
25958,5789634,Control,True,False
25959,3308183,Control,True,False
25960,7193766,Control,True,False
25961,7645988,Test,False,True
25962,8642473,Test,False,True
25963,6255668,Test,False,True
25964,4796339,Control,True,False
25965,2166435,Test,False,True
25966,3741073,Test,False,True
25967,348888,Control,True,False
25968,3987031,Control,True,False
25969,3781768,Test,False,True
25970,6745557,Control,True,False
25971,9020037,Control,True,False
25972,3232335,Control,True,False
25973,8067449,Test,False,True
25974,9871603,Test,False,True
25975,2711563,Test,False,True
25976,2286665,Test,False,True
25977,9099010,Test,False,True
25978,9684806,Test,False,True
25979,6989319,Test,False,True
25980,3402480,Test,False,True
25981,6642950,Test,False,True
25982,477656,Test,False,True
25983,4677986,Test,False,True
25984,6213568,Test,False,True
25985,6058303,Control,True,False
25986,6929968,Test,False,True
25987,7905924,Test,False,True
25988,8119258,Control,True,False
25989,9155946,Test,False,True
25990,9235206,Test,False,True
25991,384132,Test,False,True
25992,3313072,Test,False,True
25993,406877,Test,False,True
25994,3072665,Test,False,True
25995,1133440,Control,True,False
25996,5292870,Test,False,True
25997,7074503,Test,False,True
25998,3003906,Control,True,False
25999,8613070,Test,False,True
26000,8700059,Test,False,True
26001,9970531,Test,False,True
26002,7475446,Control,True,False
26003,5576145,Test,False,True
26004,8139916,Control,True,False
26005,997518,Control,True,False
26006,8782604,Control,True,False
26007,9585363,Test,False,True
26008,4225078,Control,True,False
26009,479136,Control,True,False
26010,7183391,Test,False,True
26011,7857112,Test,False,True
26012,9234234,Control,True,False
26013,4447213,Test,False,True
26014,4203251,Test,False,True
26015,7204736,Test,False,True
26016,7176202,Control,True,False
26017,812876,Control,True,False
26018,8468009,Test,False,True
26019,8262929,Control,True,False
26020,8913354,Test,False,True
26021,143610,Control,True,False
26022,3643142,Control,True,False
26023,4890143,Test,False,True
26024,6784404,Control,True,False
26025,6577754,Control,True,False
26026,4118627,Test,False,True
26027,6963380,Test,False,True
26028,1697535,Test,False,True
26029,958866,Control,True,False
26030,4437508,Test,False,True
26031,8040619,Test,False,True
26032,1533341,Control,True,False
26033,9390249,Control,True,False
26034,8156778,Test,False,True
26035,9929565,Test,False,True
26036,292788,Test,False,True
26037,4981191,Control,True,False
26038,3677926,Test,False,True
26039,2245746,Test,False,True
26040,9825808,Test,False,True
26041,3871715,Control,True,False
26042,5319506,Test,False,True
26043,4351997,Control,True,False
26044,8934131,Test,False,True
26045,5530246,Control,True,False
26046,4134088,Test,False,True
26047,6070216,Test,False,True
26048,7133551,Test,False,True
26049,4958552,Control,True,False
26050,6008322,Control,True,False
26051,9967456,Control,True,False
26052,6228162,Control,True,False
26053,838619,Test,False,True
26054,1323964,Control,True,False
26055,8248690,Test,False,True
26056,6568227,Control,True,False
26057,2302204,Control,True,False
26058,4728164,Control,True,False
26059,2414260,Control,True,False
26060,7141662,Test,False,True
26061,1720273,Test,False,True
26062,7304289,Control,True,False
26063,1723024,Control,True,False
26064,7170156,Control,True,False
26065,6213026,Test,False,True
26066,1107288,Test,False,True
26067,2773719,Control,True,False
26068,3160599,Control,True,False
26069,684475,Control,True,False
26070,5176307,Control,True,False
26071,6738523,Control,True,False
26072,3854972,Test,False,True
26073,7333123,Control,True,False
26074,2708318,Test,False,True
26075,4428731,Test,False,True
26076,9679615,Test,False,True
26077,8270136,Control,True,False
26078,4152139,Test,False,True
26079,6481217,Control,True,False
26080,4169955,Test,False,True
26081,7459131,Test,False,True
26082,3580416,Test,False,True
26083,8412454,Control,True,False
26084,7064582,Control,True,False
26085,3442846,Test,False,True
26086,5569554,Test,False,True
26087,192386,Test,False,True
26088,8232713,Test,False,True
26089,3709934,Control,True,False
26090,2200335,Test,False,True
26091,2043815,Test,False,True
26092,1087096,Control,True,False
26093,2775822,Test,False,True
26094,7395125,Test,False,True
26095,5856694,Test,False,True
26096,7293875,Control,True,False
26097,3663445,Test,False,True
26098,2257004,Test,False,True
26099,6947005,Test,False,True
26100,2438878,Control,True,False
26101,8350451,Control,True,False
26102,3727654,Control,True,False
26103,7227634,Test,False,True
26104,7060925,Test,False,True
26105,5366999,Test,False,True
26106,986222,Test,False,True
26107,3095218,Control,True,False
26108,3761832,Test,False,True
26109,9740514,Test,False,True
26110,640912,Control,True,False
26111,9060474,Control,True,False
26112,2651141,Test,False,True
26113,1059537,Test,False,True
26114,5342345,Control,True,False
26115,4876466,Control,True,False
26116,5698093,Control,True,False
26117,5120012,Control,True,False
26118,7270309,Test,False,True
26119,588310,Control,True,False
26120,2500540,Control,True,False
26121,7681302,Test,False,True
26122,7879141,Control,True,False
26123,6991948,Test,False,True
26124,784901,Test,False,True
26125,8204656,Test,False,True
26126,7281713,Control,True,False
26127,6780888,Test,False,True
26128,7693669,Control,True,False
26129,5635789,Control,True,False
26130,6636152,Control,True,False
26131,1287799,Control,True,False
26132,8955487,Test,False,True
26133,9820349,Test,False,True
26134,7873852,Test,False,True
26135,1974569,Control,True,False
26136,7505034,Control,True,False
26137,1712564,Test,False,True
26138,7884236,Test,False,True
26139,2783261,Test,False,True
26140,4582095,Test,False,True
26141,9080557,Control,True,False
26142,3969814,Control,True,False
26143,2425225,Test,False,True
26144,7585238,Control,True,False
26145,3278968,Test,False,True
26146,8488268,Test,False,True
26147,1976026,Control,True,False
26148,8705058,Test,False,True
26149,8906316,Test,False,True
26150,7995189,Test,False,True
26151,9685962,Test,False,True
26152,5664283,Test,False,True
26153,1109236,Test,False,True
26154,2380023,Test,False,True
26155,1545297,Control,True,False
26156,4534750,Control,True,False
26157,7677466,Test,False,True
26158,1834743,Control,True,False
26159,585872,Test,False,True
26160,4506825,Test,False,True
26161,7073335,Control,True,False
26162,3193267,Control,True,False
26163,8339452,Test,False,True
26164,9571825,Test,False,True
26165,8651984,Test,False,True
26166,8866465,Control,True,False
26167,4852436,Control,True,False
26168,6554362,Test,False,True
26169,5779610,Control,True,False
26170,1476693,Test,False,True
26171,9055013,Control,True,False
26172,5328127,Control,True,False
26173,4534338,Control,True,False
26174,2898903,Control,True,False
26175,3668675,Test,False,True
26176,8019045,Test,False,True
26177,7149752,Control,True,False
26178,6024101,Control,True,False
26179,482558,Test,False,True
26180,3015438,Control,True,False
26181,1159283,Control,True,False
26182,7952858,Test,False,True
26183,6867040,Control,True,False
26184,79669,Test,False,True
26185,2306958,Control,True,False
26186,5323237,Control,True,False
26187,468776,Test,False,True
26188,8161448,Control,True,False
26189,6168433,Test,False,True
26190,3030589,Test,False,True
26191,881563,Test,False,True
26192,8726546,Control,True,False
26193,7426976,Control,True,False
26194,2990991,Control,True,False
26195,6332248,Control,True,False
26196,7020609,Test,False,True
26197,196286,Control,True,False
26198,142725,Control,True,False
26199,9985791,Control,True,False
26200,6824514,Control,True,False
26201,9362949,Test,False,True
26202,3501202,Control,True,False
26203,6422707,Test,False,True
26204,2791163,Control,True,False
26205,2787388,Control,True,False
26206,258563,Control,True,False
26207,4032421,Test,False,True
26208,8466440,Test,False,True
26209,8048935,Test,False,True
26210,8701931,Control,True,False
26211,7386334,Control,True,False
26212,9423009,Control,True,False
26213,4216889,Test,False,True
26214,5473234,Control,True,False
26215,5931799,Test,False,True
26216,6228987,Test,False,True
26217,8340422,Test,False,True
26218,7035391,Control,True,False
26219,6539202,Control,True,False
26220,4416570,Test,False,True
26221,7392759,Control,True,False
26222,2031358,Test,False,True
26223,7064888,Control,True,False
26224,4088467,Test,False,True
26225,674772,Control,True,False
26226,7803610,Test,False,True
26227,4002466,Test,False,True
26228,3329377,Control,True,False
26229,6372796,Test,False,True
26230,7366686,Control,True,False
26231,3023902,Test,False,True
26232,7414697,Test,False,True
26233,5768721,Control,True,False
26234,4196075,Test,False,True
26235,6919066,Control,True,False
26236,4824391,Test,False,True
26237,1720040,Test,False,True
26238,6221871,Control,True,False
26239,3993530,Test,False,True
26240,8546353,Control,True,False
26241,4270889,Test,False,True
26242,714163,Control,True,False
26243,3621842,Test,False,True
26244,3216907,Test,False,True
26245,4882812,Test,False,True
26246,3520505,Test,False,True
26247,9525187,Test,False,True
26248,3971370,Test,False,True
26249,8753015,Test,False,True
26250,863452,Test,False,True
26251,1522030,Control,True,False
26252,1468213,Control,True,False
26253,3162290,Test,False,True
26254,9580856,Control,True,False
26255,5308804,Control,True,False
26256,8601616,Test,False,True
26257,8342480,Test,False,True
26258,9335340,Test,False,True
26259,9579231,Test,False,True
26260,2131405,Control,True,False
26261,2552297,Control,True,False
26262,601217,Control,True,False
26263,2757359,Control,True,False
26264,598097,Control,True,False
26265,6518665,Control,True,False
26266,971542,Control,True,False
26267,961681,Test,False,True
26268,3047132,Test,False,True
26269,790948,Test,False,True
26270,2087249,Test,False,True
26271,4089647,Control,True,False
26272,762640,Control,True,False
26273,3605932,Control,True,False
26274,8460039,Test,False,True
26275,7140512,Test,False,True
26276,5329164,Control,True,False
26277,952747,Test,False,True
26278,3383059,Test,False,True
26279,4469170,Control,True,False
26280,8529641,Test,False,True
26281,9359584,Test,False,True
26282,1819298,Test,False,True
26283,8842108,Control,True,False
26284,4048916,Control,True,False
26285,1919830,Control,True,False
26286,1467266,Control,True,False
26287,6618584,Control,True,False
26288,7704702,Test,False,True
26289,3174112,Control,True,False
26290,1701641,Test,False,True
26291,5340728,Control,True,False
26292,389384,Test,False,True
26293,8847678,Control,True,False
26294,7507433,Control,True,False
26295,2787096,Control,True,False
26296,3301689,Control,True,False
26297,9543903,Control,True,False
26298,4101739,Test,False,True
26299,3346987,Test,False,True
26300,5901729,Test,False,True
26301,708185,Control,True,False
26302,3607797,Test,False,True
26303,3461504,Control,True,False
26304,9591545,Control,True,False
26305,4007337,Test,False,True
26306,9644538,Control,True,False
26307,6949619,Control,True,False
26308,4204704,Control,True,False
26309,8397063,Control,True,False
26310,6036986,Control,True,False
26311,1208645,Test,False,True
26312,468355,Test,False,True
26313,3519352,Control,True,False
26314,396876,Test,False,True
26315,3816420,Control,True,False
26316,4449333,Test,False,True
26317,7429311,Test,False,True
26318,3611797,Test,False,True
26319,8863115,Control,True,False
26320,9282432,Control,True,False
26321,5762524,Control,True,False
26322,8866082,Test,False,True
26323,5242709,Control,True,False
26324,2954678,Test,False,True
26325,9088264,Control,True,False
26326,2422256,Control,True,False
26327,6770715,Test,False,True
26328,7847129,Test,False,True
26329,1211032,Control,True,False
26330,5814834,Control,True,False
26331,9635595,Control,True,False
26332,6428126,Control,True,False
26333,3186737,Control,True,False
26334,1137924,Control,True,False
26335,9552724,Control,True,False
26336,8909445,Test,False,True
26337,9288209,Test,False,True
26338,8032762,Control,True,False
26339,2243728,Control,True,False
26340,8513931,Control,True,False
26341,6652360,Test,False,True
26342,6616931,Test,False,True
26343,7037208,Control,True,False
26344,3536844,Control,True,False
26345,938970,Test,False,True
26346,7779515,Test,False,True
26347,4565716,Test,False,True
26348,6707547,Control,True,False
26349,9547634,Control,True,False
26350,4895542,Test,False,True
26351,7990507,Control,True,False
26352,4360774,Control,True,False
26353,7705023,Control,True,False
26354,3984491,Control,True,False
26355,3843341,Test,False,True
26356,3938405,Test,False,True
26357,9149669,Test,False,True
26358,6452006,Test,False,True
26359,5592653,Control,True,False
26360,6737057,Test,False,True
26361,2837581,Control,True,False
26362,9760523,Test,False,True
26363,9914393,Control,True,False
26364,6488291,Test,False,True
26365,3141263,Test,False,True
26366,8065566,Control,True,False
26367,2187978,Test,False,True
26368,3787666,Control,True,False
26369,8630873,Control,True,False
26370,6794134,Control,True,False
26371,2145707,Control,True,False
26372,9224033,Test,False,True
26373,1787989,Control,True,False
26374,2327485,Test,False,True
26375,1359733,Control,True,False
26376,80241,Control,True,False
26377,7533968,Test,False,True
26378,8491806,Test,False,True
26379,5288243,Test,False,True
26380,7557591,Control,True,False
26381,2241165,Test,False,True
26382,7523205,Test,False,True
26383,4020546,Test,False,True
26384,7142986,Test,False,True
26385,3616073,Test,False,True
26386,3336636,Control,True,False
26387,4599161,Control,True,False
26388,2653146,Test,False,True
26389,8556009,Control,True,False
26390,4291659,Control,True,False
26391,9325289,Test,False,True
26392,3424355,Test,False,True
26393,7859820,Control,True,False
26394,3207832,Control,True,False
26395,8038016,Control,True,False
26396,3483828,Control,True,False
26397,4907227,Control,True,False
26398,6564529,Control,True,False
26399,7530822,Test,False,True
26400,3274765,Test,False,True
26401,8887485,Test,False,True
26402,5804553,Control,True,False
26403,4366051,Control,True,False
26404,5228586,Control,True,False
26405,5301174,Test,False,True
26406,701111,Test,False,True
26407,8548327,Control,True,False
26408,1453854,Test,False,True
26409,5096502,Test,False,True
26410,148217,Test,False,True
26411,6336701,Test,False,True
26412,1483511,Test,False,True
26413,5603421,Control,True,False
26414,8898657,Test,False,True
26415,4851897,Control,True,False
26416,4467366,Control,True,False
26417,7358299,Test,False,True
26418,8393766,Test,False,True
26419,256308,Control,True,False
26420,1356057,Test,False,True
26421,2999505,Control,True,False
26422,1866169,Test,False,True
26423,7570180,Test,False,True
26424,8329247,Control,True,False
26425,8557925,Control,True,False
26426,969629,Control,True,False
26427,4428660,Test,False,True
26428,776238,Control,True,False
26429,6359009,Test,False,True
26430,4618842,Control,True,False
26431,1125696,Test,False,True
26432,3407712,Control,True,False
26433,7042750,Control,True,False
26434,1162773,Test,False,True
26435,9057681,Test,False,True
26436,8092909,Control,True,False
26437,5011535,Control,True,False
26438,267551,Test,False,True
26439,5815400,Control,True,False
26440,7496803,Test,False,True
26441,5934652,Test,False,True
26442,447329,Control,True,False
26443,6631849,Control,True,False
26444,3706067,Test,False,True
26445,5383353,Test,False,True
26446,3015113,Test,False,True
26447,3711895,Test,False,True
26448,1581444,Test,False,True
26449,7076854,Control,True,False
26450,2970209,Test,False,True
26451,2585138,Test,False,True
26452,4666567,Control,True,False
26453,4841549,Control,True,False
26454,368396,Test,False,True
26455,7897586,Control,True,False
26456,8936124,Test,False,True
26457,9380579,Test,False,True
26458,1319026,Test,False,True
26459,7204661,Test,False,True
26460,9523156,Control,True,False
26461,3823121,Test,False,True
26462,701455,Test,False,True
26463,7243286,Control,True,False
26464,1056766,Control,True,False
26465,1779685,Test,False,True
26466,7528312,Control,True,False
26467,8853128,Control,True,False
26468,3826360,Control,True,False
26469,5631997,Test,False,True
26470,7603714,Control,True,False
26471,6947786,Test,False,True
26472,3636219,Test,False,True
26473,3751948,Control,True,False
26474,1884245,Test,False,True
26475,6676535,Test,False,True
26476,3975108,Test,False,True
26477,8001712,Test,False,True
26478,3575714,Control,True,False
26479,1110284,Test,False,True
26480,3009615,Control,True,False
26481,356001,Control,True,False
26482,5650426,Test,False,True
26483,5349267,Control,True,False
26484,6830500,Test,False,True
26485,3628306,Control,True,False
26486,4447990,Control,True,False
26487,2386890,Control,True,False
26488,2261008,Test,False,True
26489,8084087,Control,True,False
26490,5959759,Control,True,False
26491,7123759,Control,True,False
26492,2276074,Control,True,False
26493,4326909,Test,False,True
26494,6085850,Control,True,False
26495,9779291,Test,False,True
26496,229490,Test,False,True
26497,6043021,Test,False,True
26498,561544,Test,False,True
26499,3466680,Test,False,True
26500,3755455,Control,True,False
26501,6192766,Test,False,True
26502,5206236,Control,True,False
26503,1121924,Control,True,False
26504,3260159,Control,True,False
26505,6521044,Control,True,False
26506,2478101,Control,True,False
26507,6206958,Control,True,False
26508,4839740,Control,True,False
26509,8056565,Test,False,True
26510,7798392,Test,False,True
26511,1236753,Test,False,True
26512,1667303,Test,False,True
26513,4842397,Control,True,False
26514,3490232,Test,False,True
26515,9604567,Control,True,False
26516,9566165,Control,True,False
26517,2029526,Control,True,False
26518,7005816,Control,True,False
26519,6754379,Test,False,True
26520,5971139,Control,True,False
26521,898960,Test,False,True
26522,8628250,Control,True,False
26523,8438038,Control,True,False
26524,7604827,Control,True,False
26525,5872898,Test,False,True
26526,1709818,Test,False,True
26527,2460890,Control,True,False
26528,810784,Control,True,False
26529,6632683,Test,False,True
26530,684071,Control,True,False
26531,4190386,Test,False,True
26532,5133374,Control,True,False
26533,9756442,Control,True,False
26534,1175984,Control,True,False
26535,5763881,Control,True,False
26536,9322440,Test,False,True
26537,1477604,Control,True,False
26538,1360607,Control,True,False
26539,3376452,Test,False,True
26540,6211800,Test,False,True
26541,6444307,Control,True,False
26542,378018,Test,False,True
26543,4637244,Test,False,True
26544,7928980,Test,False,True
26545,4360260,Test,False,True
26546,6806729,Test,False,True
26547,8929092,Test,False,True
26548,1690659,Control,True,False
26549,5794796,Test,False,True
26550,1240217,Control,True,False
26551,2629010,Control,True,False
26552,2475423,Test,False,True
26553,2064271,Test,False,True
26554,2813430,Control,True,False
26555,4939843,Test,False,True
26556,4162111,Test,False,True
26557,1792599,Control,True,False
26558,1638498,Test,False,True
26559,8506693,Control,True,False
26560,719630,Test,False,True
26561,5499760,Test,False,True
26562,3799739,Control,True,False
26563,3417010,Control,True,False
26564,6313562,Control,True,False
26565,284562,Test,False,True
26566,8372003,Test,False,True
26567,1682018,Test,False,True
26568,7775205,Control,True,False
26569,5425139,Test,False,True
26570,4764109,Test,False,True
26571,2568142,Test,False,True
26572,54477,Control,True,False
26573,6547498,Test,False,True
26574,2333169,Control,True,False
26575,6993607,Control,True,False
26576,2457806,Control,True,False
26577,3290498,Control,True,False
26578,8201692,Control,True,False
26579,6160544,Control,True,False
26580,9264924,Control,True,False
26581,3558058,Test,False,True
26582,4711825,Control,True,False
26583,735147,Control,True,False
26584,2951899,Test,False,True
26585,7397618,Control,True,False
26586,9385756,Test,False,True
26587,7453529,Control,True,False
26588,5203357,Control,True,False
26589,4717641,Control,True,False
26590,2483737,Test,False,True
26591,4714730,Control,True,False
26592,4003311,Control,True,False
26593,591106,Control,True,False
26594,6471457,Control,True,False
26595,9698929,Control,True,False
26596,8363116,Control,True,False
26597,9069153,Test,False,True
26598,6522337,Control,True,False
26599,3109687,Test,False,True
26600,2646971,Test,False,True
26601,1244379,Control,True,False
26602,8610,Test,False,True
26603,9108805,Test,False,True
26604,4037065,Test,False,True
26605,5571051,Control,True,False
26606,4031173,Test,False,True
26607,447488,Control,True,False
26608,6518994,Control,True,False
26609,9815599,Control,True,False
26610,8493650,Control,True,False
26611,7702688,Control,True,False
26612,3031528,Test,False,True
26613,4390066,Control,True,False
26614,6411659,Test,False,True
26615,5966969,Test,False,True
26616,9078665,Test,False,True
26617,902073,Control,True,False
26618,3053434,Control,True,False
26619,8745059,Control,True,False
26620,8378593,Control,True,False
26621,3095495,Control,True,False
26622,2131056,Test,False,True
26623,7272137,Control,True,False
26624,3354201,Control,True,False
26625,9622353,Test,False,True
26626,3813722,Control,True,False
26627,5525202,Test,False,True
26628,8869886,Test,False,True
26629,8784430,Test,False,True
26630,8414396,Control,True,False
26631,6859157,Test,False,True
26632,687111,Control,True,False
26633,3804361,Control,True,False
26634,4021585,Control,True,False
26635,985965,Test,False,True
26636,4434158,Control,True,False
26637,4361726,Control,True,False
26638,6673567,Test,False,True
26639,248485,Control,True,False
26640,7208863,Control,True,False
26641,3844345,Test,False,True
26642,4341748,Test,False,True
26643,8755082,Test,False,True
26644,5704916,Control,True,False
26645,8187407,Test,False,True
26646,8259583,Test,False,True
26647,6879419,Control,True,False
26648,4735442,Control,True,False
26649,5265449,Test,False,True
26650,4034756,Test,False,True
26651,4449592,Test,False,True
26652,1236371,Test,False,True
26653,4555946,Test,False,True
26654,6079839,Test,False,True
26655,5071081,Control,True,False
26656,1523427,Control,True,False
26657,4690774,Test,False,True
26658,1836247,Test,False,True
26659,268441,Control,True,False
26660,8645980,Test,False,True
26661,8346839,Control,True,False
26662,8025947,Test,False,True
26663,3276458,Test,False,True
26664,1500865,Control,True,False
26665,4178298,Test,False,True
26666,4400863,Test,False,True
26667,3433998,Control,True,False
26668,365868,Control,True,False
26669,617967,Control,True,False
26670,7770671,Control,True,False
26671,4550308,Test,False,True
26672,6181981,Control,True,False
26673,6356056,Control,True,False
26674,8319134,Control,True,False
26675,885564,Test,False,True
26676,5000366,Test,False,True
26677,5098351,Test,False,True
26678,943015,Control,True,False
26679,899958,Test,False,True
26680,8999686,Test,False,True
26681,7485830,Test,False,True
26682,3032988,Test,False,True
26683,4364417,Test,False,True
26684,4310544,Test,False,True
26685,766994,Control,True,False
26686,7281456,Test,False,True
26687,4920246,Test,False,True
26688,7627322,Control,True,False
26689,4834790,Test,False,True
26690,2589232,Test,False,True
26691,7234552,Test,False,True
26692,3050536,Test,False,True
26693,8565062,Control,True,False
26694,9810295,Test,False,True
26695,2225489,Control,True,False
26696,5598121,Test,False,True
26697,9728499,Test,False,True
26698,1539019,Control,True,False
26699,4711162,Test,False,True
26700,297253,Test,False,True
26701,9228904,Control,True,False
26702,9311214,Test,False,True
26703,2266179,Control,True,False
26704,8882404,Control,True,False
26705,596662,Control,True,False
26706,3409990,Test,False,True
26707,6356888,Control,True,False
26708,528492,Test,False,True
26709,6245519,Control,True,False
26710,7456717,Control,True,False
26711,4829041,Control,True,False
26712,9561726,Control,True,False
26713,7343267,Control,True,False
26714,719719,Control,True,False
26715,4223910,Control,True,False
26716,5981721,Test,False,True
26717,5356493,Test,False,True
26718,5023355,Control,True,False
26719,9844963,Test,False,True
26720,607561,Test,False,True
26721,8083493,Control,True,False
26722,8763414,Test,False,True
26723,329693,Control,True,False
26724,273319,Control,True,False
26725,3612614,Test,False,True
26726,6523060,Test,False,True
26727,2777290,Test,False,True
26728,4803230,Control,True,False
26729,4222194,Control,True,False
26730,4058793,Control,True,False
26731,4198807,Test,False,True
26732,1089084,Control,True,False
26733,6190008,Control,True,False
26734,9727191,Test,False,True
26735,9089219,Control,True,False
26736,7311785,Control,True,False
26737,3254137,Test,False,True
26738,4541952,Control,True,False
26739,6959348,Test,False,True
26740,9546928,Control,True,False
26741,8820,Test,False,True
26742,3568571,Control,True,False
26743,5744745,Control,True,False
26744,6016803,Test,False,True
26745,4204913,Test,False,True
26746,1072778,Test,False,True
26747,2291408,Test,False,True
26748,4464275,Test,False,True
26749,4567961,Test,False,True
26750,9541236,Test,False,True
26751,766134,Control,True,False
26752,8671136,Test,False,True
26753,9137627,Control,True,False
26754,8775978,Test,False,True
26755,3992880,Control,True,False
26756,487248,Control,True,False
26757,286837,Test,False,True
26758,3246756,Control,True,False
26759,4382058,Test,False,True
26760,4180738,Control,True,False
26761,8300238,Test,False,True
26762,9588403,Test,False,True
26763,5662833,Test,False,True
26764,626458,Test,False,True
26765,616304,Test,False,True
26766,7063198,Test,False,True
26767,6534417,Control,True,False
26768,1106355,Test,False,True
26769,2428657,Control,True,False
26770,7921302,Test,False,True
26771,8882285,Control,True,False
26772,5629703,Control,True,False
26773,2844542,Control,True,False
26774,807290,Control,True,False
26775,8849704,Control,True,False
26776,4497001,Control,True,False
26777,44060,Control,True,False
26778,7120360,Control,True,False
26779,6444358,Test,False,True
26780,9923347,Test,False,True
26781,5815864,Test,False,True
26782,2706793,Test,False,True
26783,46790,Test,False,True
26784,6370960,Control,True,False
26785,7224626,Test,False,True
26786,3615899,Control,True,False
26787,9509555,Test,False,True
26788,5599611,Control,True,False
26789,70576,Test,False,True
26790,7733089,Test,False,True
26791,4441540,Control,True,False
26792,7368719,Test,False,True
26793,8075683,Test,False,True
26794,9359740,Test,False,True
26795,5166587,Control,True,False
26796,5155056,Control,True,False
26797,6313228,Test,False,True
26798,9977376,Control,True,False
26799,7771551,Control,True,False
26800,2857079,Test,False,True
26801,5190544,Test,False,True
26802,8165565,Test,False,True
26803,6799298,Test,False,True
26804,7752289,Control,True,False
26805,1308328,Test,False,True
26806,6327008,Test,False,True
26807,1533053,Control,True,False
26808,3306755,Test,False,True
26809,8576756,Test,False,True
26810,8512553,Control,True,False
26811,2784899,Test,False,True
26812,736140,Control,True,False
26813,9959659,Test,False,True
26814,5733841,Control,True,False
26815,9512888,Control,True,False
26816,4775181,Control,True,False
26817,4221851,Control,True,False
26818,3179251,Control,True,False
26819,2817075,Control,True,False
26820,7714571,Test,False,True
26821,3210451,Test,False,True
26822,1941406,Control,True,False
26823,730497,Control,True,False
26824,4536886,Control,True,False
26825,7552674,Control,True,False
26826,4374496,Control,True,False
26827,6906337,Control,True,False
26828,3487399,Control,True,False
26829,6487222,Control,True,False
26830,7215479,Control,True,False
26831,7260404,Control,True,False
26832,7111036,Control,True,False
26833,7159996,Control,True,False
26834,5907556,Control,True,False
26835,5725984,Control,True,False
26836,3863478,Test,False,True
26837,6786954,Control,True,False
26838,3568169,Test,False,True
26839,5749332,Test,False,True
26840,7176345,Test,False,True
26841,7623010,Control,True,False
26842,336414,Control,True,False
26843,5197863,Test,False,True
26844,548340,Control,True,False
26845,9174199,Test,False,True
26846,9809505,Control,True,False
26847,6616200,Test,False,True
26848,385931,Control,True,False
26849,6941692,Test,False,True
26850,9094459,Test,False,True
26851,1577311,Test,False,True
26852,6918704,Test,False,True
26853,605712,Control,True,False
